state,date,Modal price (Average)
MP,12-01-13,1119
MP,01-01-14,867
MP,02-01-14,567.5
MP,03-01-14,747
MP,04-01-14,629
MP,05-01-14,622
MP,06-01-14,806.5
MP,07-01-14,1410
MP,08-01-14,1224
MP,09-01-14,1112
MP,10-01-14,1310
MP,11-01-14,1148.666667
MP,12-01-14,1155
MP,01-01-15,834.3333333
MP,02-01-15,926
MP,03-01-15,973
MP,04-01-15,747.3333333
MP,05-01-15,753.6666667
MP,06-01-15,1003.666667
MP,07-01-15,1595
MP,08-01-15,2614
MP,09-01-15,3243.25
MP,10-01-15,2592.333333
MP,11-01-15,1334.5
MP,12-01-15,982
MP,01-01-16,871
MP,02-01-16,608.5
MP,03-01-16,609.5
OR,01-01-05,455
OR,02-01-05,398
OR,05-01-05,580
OR,06-01-05,392
OR,08-01-05,575
OR,09-01-05,1017
OR,10-01-05,1400
OR,11-01-05,1325
OR,12-01-05,907
OR,01-01-06,616
OR,02-01-06,463
OR,03-01-06,497
OR,04-01-06,515
OR,05-01-06,439
OR,06-01-06,463
OR,07-01-06,546
OR,08-01-06,550
OR,09-01-06,623
OR,10-01-06,649
OR,11-01-06,626
OR,12-01-06,740
OR,01-01-07,1061
OR,02-01-07,1376
OR,03-01-07,938
OR,04-01-07,708
OR,05-01-07,660
OR,06-01-07,1039
OR,07-01-07,1134
OR,08-01-07,1279
OR,09-01-07,1420
OR,10-01-07,1383
OR,11-01-07,1093
OR,12-01-07,858
OR,01-01-08,597
OR,02-01-08,488
OR,03-01-08,551
OR,04-01-08,593
OR,05-01-08,597
OR,06-01-08,644
OR,07-01-08,779
OR,08-01-08,952
OR,09-01-08,992
OR,10-01-08,905
OR,11-01-08,1277
OR,12-01-08,1350
OR,01-01-09,1548
OR,02-01-09,1589
OR,03-01-09,1282
OR,04-01-09,908
OR,05-01-09,902
OR,06-01-09,1081
OR,07-01-09,1075
OR,08-01-09,1046
OR,09-01-09,1072
OR,10-01-09,1813
OR,11-01-09,1983
OR,12-01-09,2056
OR,01-01-10,1807
OR,02-01-10,1533
OR,03-01-10,1031
OR,04-01-10,843
OR,05-01-10,776
OR,06-01-10,892
OR,07-01-10,1019
OR,08-01-10,1077
OR,09-01-10,1360
OR,10-01-10,1823
OR,11-01-10,2161
OR,12-01-10,2897
OR,01-01-11,3638
OR,02-01-11,1490
OR,03-01-11,924
OR,04-01-11,787
OR,05-01-11,754
OR,06-01-11,853
OR,07-01-11,1103
OR,08-01-11,1371
OR,09-01-11,1407
OR,10-01-11,1289
OR,11-01-11,1286
OR,12-01-11,1024
OR,01-01-12,822
OR,02-01-12,675
OR,03-01-12,713
OR,04-01-12,825
OR,05-01-12,838
OR,06-01-12,802
OR,07-01-12,921
OR,08-01-12,1006
OR,09-01-12,964
OR,10-01-12,1202
OR,11-01-12,1590
OR,12-01-12,1604
OR,01-01-13,1650
OR,04-01-13,1146
OR,05-01-13,1148
OR,06-01-13,1638
OR,07-01-13,2479
OR,08-01-13,3947
OR,09-01-13,4350
OR,10-01-13,4632
OR,11-01-13,4094
OR,12-01-13,2442
OR,01-01-14,1399
OR,02-01-14,1079
OR,03-01-14,1196
OR,04-01-14,1165
OR,05-01-14,1338
OR,06-01-14,1456
OR,07-01-14,2360
OR,08-01-14,2195
OR,09-01-14,1931
OR,10-01-14,1838
OR,11-01-14,2003
OR,12-01-14,2049
OR,01-01-15,1754
OR,02-01-15,2081
OR,03-01-15,1861
OR,04-01-15,1578
OR,05-01-15,1560
OR,06-01-15,2219
OR,07-01-15,2458
OR,08-01-15,4060
OR,09-01-15,4401
OR,10-01-15,3465
OR,11-01-15,2532
OR,12-01-15,1837
OR,01-01-16,1619
OR,02-01-16,1302
OR,03-01-16,1165
PB,01-01-05,440
PB,02-01-05,366.3333333
PB,03-01-05,322
PB,05-01-05,430.3333333
PB,06-01-05,335.6666667
PB,07-01-05,396.6666667
PB,08-01-05,474.5
PB,09-01-05,961
PB,10-01-05,1317.666667
PB,11-01-05,918.3333333
PB,12-01-05,765.6666667
PB,01-01-06,541.5
PB,02-01-06,397.4
PB,03-01-06,368.8
PB,04-01-06,358.4
PB,05-01-06,333
PB,06-01-06,355.6
PB,07-01-06,405
PB,08-01-06,437.75
PB,09-01-06,454.25
PB,10-01-06,476.6666667
PB,11-01-06,523
PB,12-01-06,726.3333333
PB,01-01-07,912.3333333
PB,02-01-07,1254
PB,03-01-07,870.5
PB,04-01-07,684.3333333
PB,05-01-07,536
PB,06-01-07,628
PB,07-01-07,792.6666667
PB,08-01-07,1140.333333
PB,09-01-07,1464.333333
PB,10-01-07,1753.333333
PB,11-01-07,982.3333333
PB,12-01-07,697
PB,01-01-08,528.6666667
PB,02-01-08,443
PB,03-01-08,520
PB,04-01-08,510
PB,05-01-08,462.6666667
PB,06-01-08,417
PB,07-01-08,561.3333333
PB,08-01-08,769.25
PB,09-01-08,741.6666667
PB,10-01-08,821.3333333
PB,11-01-08,997.3333333
PB,12-01-08,1310.75
PB,01-01-09,1357.5
PB,02-01-09,1241.25
PB,03-01-09,1100
PB,04-01-09,806.25
PB,05-01-09,686.75
PB,06-01-09,624.8
PB,07-01-09,747.75
PB,08-01-09,865.2
PB,09-01-09,853.2
PB,10-01-09,1593.166667
PB,11-01-09,1560.25
PB,12-01-09,1442.166667
PB,01-01-10,1479.333333
PB,02-01-10,1337.2
PB,03-01-10,780.4
PB,04-01-10,701
PB,05-01-10,549
PB,06-01-10,564.1666667
PB,07-01-10,666.5
PB,08-01-10,847.25
PB,09-01-10,1372.5
PB,10-01-10,1597.333333
PB,11-01-10,1985.166667
PB,12-01-10,2813.25
PB,01-01-11,3314.5
PB,02-01-11,1264.8
PB,03-01-11,794.5
PB,04-01-11,643.8
PB,05-01-11,616
PB,06-01-11,575.3333333
PB,07-01-11,832.5
PB,08-01-11,1130.2
PB,09-01-11,1245
PB,10-01-11,1191
PB,11-01-11,1095.5
PB,12-01-11,825.8
PB,01-01-12,638.5
PB,02-01-12,592.75
PB,03-01-12,649.25
PB,04-01-12,615
PB,05-01-12,582.75
PB,06-01-12,617
PB,07-01-12,708.8
PB,08-01-12,769.5
PB,09-01-12,721.8
PB,10-01-12,878.3333333
PB,11-01-12,1221
PB,12-01-12,1276.5
PB,01-01-13,1571
PB,02-01-13,1535.6
PB,03-01-13,1221.25
PB,04-01-13,1090.75
PB,05-01-13,965.75
PB,06-01-13,1211.75
PB,07-01-13,2025.5
PB,08-01-13,3891.5
PB,09-01-13,4334.2
PB,10-01-13,4029.4
PB,11-01-13,3146.25
PB,12-01-13,1840.4
PB,01-01-14,1108.666667
PB,02-01-14,961.6
PB,03-01-14,971
PB,04-01-14,870.5
PB,05-01-14,937.1666667
PB,06-01-14,1102
PB,07-01-14,1889
PB,08-01-14,1680.8
PB,09-01-14,1573.666667
PB,10-01-14,1558
PB,11-01-14,1457.875
PB,12-01-14,1619.625
PB,01-01-15,1460.875
PB,02-01-15,1575.875
PB,03-01-15,1473.875
PB,04-01-15,1196.857143
PB,05-01-15,1190.875
PB,06-01-15,1469.5
PB,07-01-15,1615.714286
PB,08-01-15,3064
PB,09-01-15,3573.333333
PB,10-01-15,2886.5
PB,11-01-15,2166.833333
PB,12-01-15,1367.666667
PB,01-01-16,1202.833333
PB,02-01-16,982.3333333
PB,03-01-16,936.6666667
RAJ,01-01-04,790
RAJ,02-01-04,736
RAJ,03-01-04,423
RAJ,04-01-04,344
RAJ,05-01-04,230
RAJ,06-01-04,199
RAJ,07-01-04,248
RAJ,08-01-04,366
RAJ,09-01-04,495
RAJ,10-01-04,463
RAJ,11-01-04,424
RAJ,12-01-04,368
RAJ,01-01-05,314.5
RAJ,02-01-05,290
RAJ,03-01-05,298
RAJ,04-01-05,289.5
RAJ,05-01-05,215.5
RAJ,06-01-05,204
RAJ,07-01-05,258
RAJ,08-01-05,377.5
RAJ,09-01-05,757.5
RAJ,10-01-05,873.5
RAJ,11-01-05,846
RAJ,12-01-05,581
RAJ,01-01-06,396.5
RAJ,02-01-06,285
RAJ,03-01-06,272.5
RAJ,04-01-06,244.5
RAJ,05-01-06,222.5
RAJ,06-01-06,264.5
RAJ,07-01-06,300
RAJ,08-01-06,334.5
RAJ,09-01-06,316
RAJ,10-01-06,375.5
RAJ,11-01-06,480
RAJ,12-01-06,504
RAJ,01-01-07,768
RAJ,02-01-07,882
RAJ,03-01-07,609.5
RAJ,04-01-07,550.5
RAJ,05-01-07,400.5
RAJ,06-01-07,473.5
RAJ,07-01-07,563
RAJ,08-01-07,883.5
RAJ,09-01-07,1095.5
RAJ,10-01-07,1160
RAJ,11-01-07,755
RAJ,12-01-07,500.5
RAJ,01-01-08,387.5
RAJ,02-01-08,320
RAJ,03-01-08,361
RAJ,04-01-08,330
RAJ,05-01-08,297
RAJ,06-01-08,362
RAJ,07-01-08,449
RAJ,08-01-08,545
RAJ,09-01-08,521.5
RAJ,10-01-08,558
RAJ,11-01-08,815
RAJ,12-01-08,945
RAJ,01-01-09,1143
RAJ,02-01-09,912.5
RAJ,03-01-09,805.5
RAJ,04-01-09,576.5
RAJ,05-01-09,456
RAJ,06-01-09,423.5
RAJ,07-01-09,482.5
RAJ,08-01-09,597
RAJ,09-01-09,692
RAJ,10-01-09,1202.666667
RAJ,11-01-09,1172.333333
RAJ,12-01-09,888.3333333
RAJ,01-01-10,977
RAJ,02-01-10,950.25
RAJ,03-01-10,780
RAJ,04-01-10,517.25
RAJ,05-01-10,416
RAJ,06-01-10,448.75
RAJ,07-01-10,534.25
RAJ,08-01-10,673.25
RAJ,09-01-10,1003.75
RAJ,10-01-10,1190.5
RAJ,11-01-10,1337
RAJ,12-01-10,1798.25
RAJ,01-01-11,2104
RAJ,02-01-11,886
RAJ,03-01-11,470.6666667
RAJ,04-01-11,444.25
RAJ,05-01-11,393
RAJ,06-01-11,429.25
RAJ,07-01-11,607.75
RAJ,08-01-11,726.5
RAJ,09-01-11,989.25
RAJ,10-01-11,940.5
RAJ,11-01-11,750
RAJ,12-01-11,498.75
RAJ,01-01-12,371.75
RAJ,02-01-12,359
RAJ,03-01-12,484
RAJ,04-01-12,487.75
RAJ,05-01-12,414.25
RAJ,06-01-12,422.75
RAJ,07-01-12,580.2
RAJ,08-01-12,576.2
RAJ,09-01-12,586.4
RAJ,10-01-12,702.75
RAJ,11-01-12,811.4
RAJ,12-01-12,860
RAJ,01-01-13,978.8
RAJ,02-01-13,982.6
RAJ,03-01-13,855.6666667
RAJ,04-01-13,739.25
RAJ,05-01-13,614.6666667
RAJ,06-01-13,825
RAJ,07-01-13,1511.4
RAJ,08-01-13,2901.5
RAJ,09-01-13,3784
RAJ,10-01-13,3277.2
RAJ,11-01-13,2647
RAJ,12-01-13,1230.2
RAJ,01-01-14,873
RAJ,02-01-14,630.8
RAJ,03-01-14,766
RAJ,04-01-14,720.5
RAJ,05-01-14,685.5
RAJ,06-01-14,814.75
RAJ,07-01-14,1461.333333
RAJ,08-01-14,1456.75
RAJ,09-01-14,1568.6
RAJ,10-01-14,1361.75
RAJ,11-01-14,1213.4
RAJ,12-01-14,1353.2
RAJ,01-01-15,1111
RAJ,02-01-15,1235.2
RAJ,03-01-15,1375.714286
RAJ,04-01-15,1105
RAJ,05-01-15,974.5
RAJ,06-01-15,1222.833333
RAJ,07-01-15,1636.2
RAJ,08-01-15,2869
RAJ,09-01-15,3781.571429
RAJ,10-01-15,2502
RAJ,11-01-15,1703.714286
RAJ,12-01-15,1041.142857
RAJ,01-01-16,892
RAJ,02-01-16,846
RAJ,03-01-16,922.2
TN,01-01-02,655
TN,02-01-02,565
TN,03-01-02,448.5
TN,04-01-02,487.5
TN,05-01-02,540
TN,06-01-02,740
TN,07-01-02,754.5
TN,08-01-02,937
TN,09-01-02,929.5
TN,10-01-02,1112.5
TN,11-01-02,1263
TN,12-01-02,846.5
TN,01-01-03,518
TN,02-01-03,491.5
TN,03-01-03,475.5
TN,04-01-03,708.5
TN,05-01-03,815.5
TN,06-01-03,826
TN,07-01-03,817.5
TN,08-01-03,713
TN,09-01-03,721.5
TN,10-01-03,919.5
TN,11-01-03,933
TN,12-01-03,862.5
TN,01-01-04,910
TN,02-01-04,873
TN,03-01-04,580
TN,04-01-04,527
TN,05-01-04,529
TN,06-01-04,555
TN,07-01-04,566
TN,08-01-04,618
TN,09-01-04,529
TN,10-01-04,764
TN,11-01-04,758.6666667
TN,12-01-04,676.6666667
TN,01-01-05,604.25
TN,02-01-05,580
TN,03-01-05,549
TN,04-01-05,617.3333333
TN,05-01-05,481
TN,06-01-05,511
TN,07-01-05,599
TN,08-01-05,787.3333333
TN,09-01-05,976.5
TN,10-01-05,1042
TN,11-01-05,1393.5
TN,12-01-05,1108
TN,01-01-06,804.5
TN,02-01-06,568.3333333
TN,03-01-06,607.6666667
TN,04-01-06,598
TN,05-01-06,384
TN,06-01-06,467
TN,07-01-06,505
TN,08-01-06,487
TN,09-01-06,502
TN,10-01-06,537
TN,11-01-06,638
TN,12-01-06,825
TN,01-01-07,1129
TN,02-01-07,1064.333333
TN,03-01-07,789.6666667
TN,04-01-07,724
TN,05-01-07,710
TN,06-01-07,999
TN,07-01-07,1041
TN,08-01-07,1262
TN,09-01-07,1198
TN,10-01-07,1425
TN,11-01-07,1220
TN,12-01-07,910
TN,01-01-08,797
TN,02-01-08,581
TN,03-01-08,585
TN,04-01-08,598
TN,05-01-08,530
TN,06-01-08,586
TN,07-01-08,840
TN,08-01-08,985
TN,09-01-08,875
TN,10-01-08,868
TN,11-01-08,1319
TN,12-01-08,1317
TN,01-01-09,1762
TN,02-01-09,1352
TN,03-01-09,1115
TN,04-01-09,903
TN,05-01-09,745
TN,06-01-09,1038
TN,07-01-09,978
TN,08-01-09,967
TN,09-01-09,1221
TN,10-01-09,1763.333333
TN,11-01-09,2075.666667
TN,12-01-09,2369
TN,01-01-10,2072.666667
TN,02-01-10,1538
TN,03-01-10,1114.666667
TN,04-01-10,991.3333333
TN,05-01-10,996.3333333
TN,06-01-10,1207.666667
TN,07-01-10,1298.333333
TN,08-01-10,1237
TN,09-01-10,1351.666667
TN,10-01-10,2006
TN,11-01-10,2360
TN,12-01-10,3646
TN,01-01-11,4083
TN,02-01-11,1589
TN,03-01-11,880
TN,04-01-11,1003
TN,05-01-11,939
TN,06-01-11,1067
TN,07-01-11,1179
TN,08-01-11,1383
TN,09-01-11,1394
TN,10-01-11,1470
TN,11-01-11,1425
TN,12-01-11,1367
TN,01-01-12,892
TN,02-01-12,883
TN,03-01-12,808
TN,04-01-12,834
TN,05-01-12,775
TN,06-01-12,887
TN,07-01-12,1038
TN,08-01-12,1143
TN,09-01-12,1123
TN,10-01-12,1269
TN,11-01-12,1921
TN,12-01-12,1910
TN,01-01-13,1964
TN,02-01-13,2033
TN,03-01-13,1518
TN,04-01-13,1410
TN,05-01-13,1431
TN,06-01-13,1850
TN,07-01-13,2756
TN,08-01-13,4530
TN,09-01-13,4695.333333
TN,10-01-13,4819
TN,11-01-13,4681
TN,12-01-13,2960.333333
TN,01-01-14,1563.333333
TN,02-01-14,1240.333333
TN,03-01-14,1227
TN,04-01-14,1261
TN,05-01-14,1546.666667
TN,06-01-14,1965.333333
TN,07-01-14,2800.666667
TN,08-01-14,2691
TN,09-01-14,2323.666667
TN,10-01-14,2463
TN,11-01-14,2337
TN,12-01-14,2454.666667
TN,01-01-15,2083
TN,02-01-15,2191.666667
TN,03-01-15,1747.333333
TN,04-01-15,1801.333333
TN,05-01-15,2409.333333
TN,06-01-15,2519
TN,07-01-15,2671
TN,08-01-15,3909.333333
TN,09-01-15,3883
TN,10-01-15,3713.5
TN,11-01-15,3422
TN,12-01-15,3244
TN,01-01-16,2086
TN,02-01-16,1558
TN,03-01-16,1352
TN ,11-01-10,2291
TN ,07-01-12,750
TN ,08-01-12,1660
TN ,10-01-12,2229.5
TN ,11-01-12,2960.5
TN ,12-01-12,2909.5
TN ,01-01-13,2470
TN ,02-01-13,2116
TN ,03-01-13,1795.5
TN ,04-01-13,2434
TN ,06-01-13,4031.5
TN ,07-01-13,2767.5
TN ,08-01-13,3881
TN ,09-01-13,3940.5
TN ,10-01-13,4561.5
TN ,11-01-13,4887.5
TN ,12-01-13,2897
TN ,01-01-14,1626
TN ,02-01-14,1273
TN ,03-01-14,1113.5
TN ,04-01-14,1267
TN ,05-01-14,1586.5
TN ,06-01-14,1916.5
TN ,07-01-14,2653
TN ,09-01-14,2150
TN ,10-01-14,2335
TN ,11-01-14,2359
TN ,12-01-14,2385
TN ,02-01-15,1981.5
TN ,03-01-15,1588.5
TN ,04-01-15,1461.5
TN ,05-01-15,2491
TN ,06-01-15,3275
TN ,07-01-15,2914.5
TN ,08-01-15,3457
TN ,09-01-15,3385.5
TN ,10-01-15,3173
TN ,11-01-15,3491
TN ,12-01-15,2940
TN ,02-01-16,1047
UP,01-01-04,939
UP,02-01-04,902.5
UP,03-01-04,663.5
UP,04-01-04,424
UP,05-01-04,385
UP,06-01-04,378.5
UP,07-01-04,447.5
UP,08-01-04,503
UP,09-01-04,597
UP,10-01-04,612.5
UP,11-01-04,554
UP,12-01-04,408.5
UP,01-01-05,421.75
UP,02-01-05,393.75
UP,03-01-05,380.3333333
UP,04-01-05,365.6666667
UP,05-01-05,381
UP,06-01-05,362.5
UP,07-01-05,417
UP,08-01-05,494.25
UP,09-01-05,900.75
UP,10-01-05,1249.666667
UP,11-01-05,1336.333333
UP,12-01-05,841.3333333
UP,01-01-06,552.6666667
UP,02-01-06,442.25
UP,03-01-06,377
UP,04-01-06,326.3333333
UP,05-01-06,307.75
UP,06-01-06,318
UP,07-01-06,374.25
UP,08-01-06,441
UP,09-01-06,499
UP,10-01-06,498.5
UP,11-01-06,534.25
UP,12-01-06,582.25
UP,01-01-07,934
UP,02-01-07,1167
UP,03-01-07,911.25
UP,04-01-07,649
UP,05-01-07,544.75
UP,06-01-07,588.25
UP,07-01-07,861.25
UP,08-01-07,1190.25
UP,09-01-07,1338.5
UP,10-01-07,1446.666667
UP,11-01-07,1102.666667
UP,12-01-07,647.5
UP,01-01-08,467.75
UP,02-01-08,386.25
UP,03-01-08,425
UP,04-01-08,436
UP,05-01-08,384
UP,06-01-08,392.25
UP,07-01-08,548.6666667
UP,08-01-08,823.25
UP,09-01-08,869.25
UP,10-01-08,851.75
UP,11-01-08,1039.5
UP,12-01-08,1120
UP,01-01-09,1372.75
UP,02-01-09,1239
UP,03-01-09,1087.25
UP,04-01-09,796.75
UP,05-01-09,685
UP,06-01-09,708.75
UP,07-01-09,859.25
UP,08-01-09,842.6666667
UP,09-01-09,862.5
UP,10-01-09,1440.5
UP,11-01-09,1585.25
UP,12-01-09,1329
UP,01-01-10,1480.5
UP,02-01-10,1425.8
UP,03-01-10,1063.25
UP,04-01-10,786.6
UP,05-01-10,612.6
UP,06-01-10,647.6
UP,07-01-10,801
UP,08-01-10,929.6
UP,09-01-10,1374
UP,10-01-10,1537.6
UP,11-01-10,1990.25
UP,12-01-10,2244.75
UP,01-01-11,2479
UP,02-01-11,1352.75
UP,03-01-11,868.6666667
UP,04-01-11,669
UP,05-01-11,621.3333333
UP,06-01-11,670.5
UP,07-01-11,840.2
UP,08-01-11,1073.666667
UP,09-01-11,1327.333333
UP,10-01-11,1334
UP,11-01-11,1159.25
UP,12-01-11,825.75
UP,01-01-12,694.6666667
UP,02-01-12,592.3333333
UP,03-01-12,648.3333333
UP,04-01-12,659.4
UP,05-01-12,620.75
UP,06-01-12,576.25
UP,07-01-12,706
UP,08-01-12,804.25
UP,09-01-12,771.75
UP,10-01-12,952.5
UP,11-01-12,1135.333333
UP,12-01-12,1336
UP,01-01-13,1336.25
UP,02-01-13,1763.5
UP,03-01-13,1335.5
UP,04-01-13,1132.333333
UP,05-01-13,1021.75
UP,06-01-13,1121
UP,07-01-13,1872.75
UP,08-01-13,3314
UP,09-01-13,4172.8
UP,10-01-13,4481.666667
UP,11-01-13,3591.666667
UP,12-01-13,2049
UP,01-01-14,1166
UP,02-01-14,1114.333333
UP,03-01-14,1147.666667
UP,04-01-14,1137
UP,05-01-14,1168
UP,06-01-14,1159.333333
UP,07-01-14,1902.25
UP,08-01-14,1816.666667
UP,09-01-14,1645
UP,10-01-14,1707.25
UP,11-01-14,1610.571429
UP,12-01-14,1491.285714
UP,01-01-15,1486.714286
UP,02-01-15,1505.555556
UP,03-01-15,1572.333333
UP,04-01-15,1427.125
UP,05-01-15,1328.5
UP,06-01-15,1476.5
UP,07-01-15,1815.875
UP,08-01-15,3334.8
UP,09-01-15,4347.5
UP,10-01-15,3405.875
UP,11-01-15,2496.5
UP,12-01-15,1547.666667
UP,01-01-16,1295.875
UP,02-01-16,1071.090909
UP,03-01-16,1017.090909
WB,01-01-04,1107
WB,02-01-04,998
WB,03-01-04,611
WB,04-01-04,484
WB,05-01-04,480
WB,06-01-04,505
WB,07-01-04,579
WB,08-01-04,671
WB,09-01-04,684
WB,10-01-04,797
WB,11-01-04,679
WB,12-01-04,619
WB,01-01-05,554
WB,02-01-05,503
WB,03-01-05,387
WB,04-01-05,402
WB,05-01-05,457
WB,06-01-05,473
WB,07-01-05,562
WB,08-01-05,760
WB,09-01-05,1152
WB,10-01-05,1431
WB,11-01-05,1444
WB,12-01-05,883
WB,01-01-06,557
WB,02-01-06,435
WB,03-01-06,366
WB,04-01-06,453
WB,05-01-06,388
WB,06-01-06,534
WB,07-01-06,587
WB,08-01-06,659
WB,09-01-06,680
WB,10-01-06,668
WB,11-01-06,712
WB,12-01-06,874
WB,01-01-07,1076
WB,02-01-07,1259
WB,03-01-07,832
WB,04-01-07,672
WB,05-01-07,611
WB,06-01-07,840
WB,07-01-07,1085
WB,08-01-07,1334
WB,09-01-07,1627
WB,10-01-07,1767
WB,11-01-07,1199
WB,12-01-07,794
WB,01-01-08,523
WB,02-01-08,470
WB,03-01-08,527
WB,04-01-08,506
WB,05-01-08,504
WB,06-01-08,617
WB,07-01-08,843
WB,08-01-08,1086
WB,09-01-08,956
WB,10-01-08,951
WB,11-01-08,1398
WB,12-01-08,1517
WB,01-01-09,1708
WB,02-01-09,1435
WB,03-01-09,1023
WB,04-01-09,818
WB,05-01-09,740
WB,06-01-09,895
WB,07-01-09,1009
WB,08-01-09,1016
WB,09-01-09,1071
WB,10-01-09,1924
WB,11-01-09,2049
WB,12-01-09,2212
WB,01-01-10,1731
WB,02-01-10,1461
WB,03-01-10,647
WB,04-01-10,750
WB,05-01-10,728
WB,06-01-10,841
WB,07-01-10,928
WB,08-01-10,1073
WB,09-01-10,1601
WB,10-01-10,1840
WB,11-01-10,2444
WB,12-01-10,3123
WB,01-01-11,3382
WB,02-01-11,1241
WB,03-01-11,653
WB,04-01-11,567
WB,05-01-11,751
WB,06-01-11,888
WB,07-01-11,1163
WB,08-01-11,1405
WB,09-01-11,1473
WB,10-01-11,1316
WB,11-01-11,1243
WB,12-01-11,1000
WB,01-01-12,699
WB,02-01-12,731
WB,03-01-12,612
WB,04-01-12,665
WB,05-01-12,718
WB,06-01-12,828
WB,07-01-12,860
WB,08-01-12,1050
WB,09-01-12,1084
WB,10-01-12,1302
WB,11-01-12,1666
WB,12-01-12,1816
WB,01-01-13,1849
WB,02-01-13,2009
WB,03-01-13,1259
WB,04-01-13,1097
WB,05-01-13,1179
WB,06-01-13,1660
WB,07-01-13,2585
WB,08-01-13,4285
WB,09-01-13,4633
WB,10-01-13,4719
WB,11-01-13,4078
WB,12-01-13,2432
WB,01-01-14,1507
WB,02-01-14,1191
WB,03-01-14,1155
WB,04-01-14,1122
WB,05-01-14,1351
WB,06-01-14,1834
WB,07-01-14,2504
WB,08-01-14,2374
WB,09-01-14,2111
WB,10-01-14,2075
WB,11-01-14,2100.666667
WB,12-01-14,2221.333333
WB,01-01-15,1883
WB,02-01-15,1955.75
WB,03-01-15,1377
WB,04-01-15,1479.333333
WB,05-01-15,1533.666667
WB,06-01-15,2075.333333
WB,07-01-15,2591.75
WB,08-01-15,3916.5
WB,09-01-15,4673.6
WB,10-01-15,3690.6
WB,11-01-15,2594.25
WB,12-01-15,1861.5
WB,01-01-16,1726
WB,02-01-16,1347.25
WB,03-01-16,978.5
Grand Total,,982.6921512
